********************************
1. MODE
********************************
mode	cnum	inum
海……士	2	海岱清士,海盗勇士
无……走	2	无胫而走,无路可走
罪……孥	2	罪不及孥,罪人不孥
格……格	2	格劳姆格,格鲁迪格
偃……戈	2	偃武息戈,偃革倒戈
读……间	2	读书得间,读出时间
地……探	2	地质勘探,地鬼密探
民……尽	2	民力凋尽,民穷财尽
顺……驴	2	顺坡下驴,顺毛摸驴
五……色	2	五光十色,五颜六色
新……子	2	新潮电子,新白娘子
里……兹	2	里格弗兹,里维加兹
谗……涎	2	谗口流涎,谗獠生涎
蜂……猜	2	蜂识莺猜,蜂迷蝶猜
基……件	2	基本条件,基础部件
理……识	2	理性认识,理论知识
行……利	2	行义忘利,行使权利
行……别	2	行业类别,行政级别
各……队	2	各代表队,各参赛队
肆……惮	2	肆无忌惮,肆言无惮
单……作	2	单向工作,单步操作
行……划	2	行动计划,行政区划
不……臣	2	不世之臣,不按君臣
通……道	2	通衢大道,通风管道
几……型	2	几何造型,几种类型
瑟……尔	2	瑟伯切尔,瑟雷基尔
寸……长	2	寸善片长,寸有所长
重……义	2	重财轻义,重商主义
分……明	2	分外眼明,分片透明
难……口	2	难于出口,难调众口
轩……举	2	轩然霞举,轩轩韶举
梦……游	2	梦幻西游,梦往神游
流……学	2	流体力学,流行病学
学……成	2	学业有成,学有所成
举……子	2	举个例子,举仇举子
如……手	2	如左右手,如足如手
维……恩	2	维兹班恩,维利塔恩
生……能	2	生理功能,生物质能
东……向	2	东北方向,东奔西向
束……金	2	束矢钧金,束装盗金
进……查	2	进化检查,进行调查
逐……返	2	逐宕失返,逐流忘返
战……甲	2	战痕腿甲,战铸胸甲
中……寿	2	中国人寿,中田英寿
公……网	2	公务员网,公安部网
风……数	2	风流家数,风险指数
农……业	2	农业产业,农牧渔业
一……时	2	一盏茶时,一碗饭时
含……雪	2	含冤昭雪,含霜履雪
以……身	2	以义灭身,以养伤身
刀……生	2	刀俎余生,刀笔先生
粉……料	2	粉末涂料,粉红染料
判……壤	2	判如天壤,判若霄壤
深……触	2	深有感触,深海之触
赏……暴	2	赏贤罚暴,赏金风暴
待……间	2	待机时间,待罪行间
埙……和	2	埙倡篪和,埙篪相和
分……构	2	分子结构,分支机构
嵬……耳	2	嵬目鸿耳,嵬眼澒耳
各……行	2	各大银行,各自进行
车……龙	2	车水马龙,车马如龙
封……义	2	封建主义,封神演义
万……源	2	万恶之源,万斛泉源
上……动	2	上下浮动,上海移动
断……玉	2	断手续玉,断香零玉
三……马	2	三台五马,三檐四马
自……弃	2	自暴自弃,自甘暴弃
风……晦	2	风潇雨晦,风雨如晦
护……品	2	护理产品,护肤用品
电……报	2	电子情报,电影海报
无……量	2	无可估量,无穷力量
经……制	2	经济体制,经营机制
拖……紫	2	拖金委紫,拖青纡紫
黑……酒	2	黑爪烈酒,黑葡萄酒
纤……遗	2	纤介不遗,纤悉无遗
落……人	2	落实到人,落花媒人
电……房	2	电信机房,电影票房
落……云	2	落纸烟云,落雷之云
赤……心	2	赤子之心,赤胆忠心
唱……沙	2	唱筹量沙,唱米作沙
一……断	2	一刀两断,一笔勾断
颐……性	2	颐养神性,颐神养性
成……计	2	成家立计,成本会计
刺……地	2	刺枝林地,刺骨之地
日……金	2	日用五金,日进斗金
风……条	2	风不鸣条,风雨萧条
开……道	2	开玩笑道,开锣喝道
新……机	2	新款手机,新认知机
江……地	2	江河行地,江湖满地
三……魄	2	三日成魄,三魂七魄
毒……液	2	毒性唾液,毒草汁液
日……里	2	日行千里,日蹙百里
魔……帽	2	魔皮软帽,魔骨轻帽
顺……生	2	顺序发生,顺我者生
三……鬼	2	三尸五鬼,三眼蛮鬼
行……件	2	行业软件,行政案件
上……司	2	上市公司,上风官司
豺……心	2	豺狐之心,豺狼野心
魔……师	2	魔法导师,魔石大师
无……通	2	无师自通,无所不通
传……经	2	传入神经,传道穷经
行……为	2	行政行为,行言自为
分……料	2	分散染料,分析材料
暴……冠	2	暴君之冠,暴衣露冠
经……策	2	经济政策,经营决策
当……度	2	当世才度,当量浓度
上……卸	2	上厅行卸,上推下卸
中……士	2	中国护士,中黄节士
白……经	2	白蜡明经,白首穷经
利……斯	2	利塞弗斯,利拉迪斯
龙……甲	2	龙火重甲,龙鳞胸甲
骑……凤	2	骑鸾骖凤,骑龙弄凤
文……件	2	文件事件,文本文件
组……面	2	组合曲面,组织界面
赤……头	2	赤子苍头,赤脚蓬头
分……户	2	分别门户,分门别户
风……息	2	风之气息,风平波息
高……谈	2	高睨大谈,高雅闲谈
学……明	2	学历证明,学行修明
青……酒	2	青梅煮酒,青衣行酒
包……内	2	包举宇内,包装盒内
文……产	2	文化遗产,文明生产
风……思	2	风情月思,风木之思
家……说	2	家至人说,家言邪说
人……失	2	人才流失,人财两失
人……大	2	人高马大,人大心大
门……生	2	门下晚生,门馆先生
文……义	2	文件定义,文牍主义
贝……斯	2	贝哈默斯,贝瑟莱斯
路……边	2	路出嘴边,路在口边
人……女	2	人工少女,人造美女
迁……木	2	迁于乔木,迁跃扭木
企……待	2	企足而待,企踵可待
女……生	2	女高中生,女服务生
格……特	2	格瑞斯特,格里加特
举……庆	2	举手相庆,举觞称庆
聚……片	2	聚神玉片,聚酯切片
学……机	2	学习动机,学生手机
醉……生	2	醉吟先生,醉死梦生
维……斯	2	维希度斯,维格索斯
经……院	2	经国务院,经济学院
电……料	2	电工材料,电影资料
天……风	2	天末凉风,天灾披风
文……作	2	文书写作,文学创作
十……士	2	十二博士,十八学士
朝……暮	2	朝不保暮,朝朝暮暮
艳……目	2	艳丽夺目,艳色耀目
众……骨	2	众毁销骨,众毛飞骨
祸……微	2	祸积忽微,祸成自微
文……会	2	文期酒会,文艺晚会
自……格	2	自成一格,自由价格
云……涌	2	云蒸泉涌,云起水涌
十……子	2	十六才子,十经童子
文……産	2	文化遗産,文明生産
恶……环	2	恶性循环,恶魔指环
有……集	2	有奖征集,有限点集
云……润	2	云布雨润,云蒸础润
人……安	2	人不自安,人马平安
辩……辞	2	辩口利辞,辩说属辞
上……国	2	上党之国,上医医国
罗……斯	2	罗克图斯,罗拉克斯
一……识	2	一般见识,一面之识
无……问	2	无人过问,无法访问
平……天	2	平地成天,平步登天
养……术	2	养殖技术,养颜有术
山……人	2	山谷道人,山顶洞人
自……上	2	自下而上,自底向上
童……马	2	童牛角马,童话木马
中……长	2	中国站长,中学校长
大……鼓	2	大张旗鼓,大锣大鼓
山……云	2	山中白云,山抹微云
不……道	2	不易之道,不可胜道
乐……疲	2	乐此不疲,乐而忘疲
公……孙	2	公壻公孙,公子王孙
丰……彩	2	丰富多彩,丰神异彩
不……风	2	不正之风,不竞南风
人……存	2	人亡物存,人类生存
人……子	2	人中狮子,人奴産子
火……子	2	火头食子,火妻灰子
光……锤	2	光环石锤,光誓之锤
鸡……子	2	鸡毛掸子,鸡皮栗子
死……袍	2	死者之袍,死雾长袍
鬼……室	2	鬼星石室,鬼瞰其室
长……鹫	2	长爪猛鹫,长首彩鹫
風……子	2	風標公子,風流才子
顿……言	2	顿口无言,顿腹之言
五……马	2	五城兵马,五花杀马
比……克	2	比什凯克,比兹尼克
凤……视	2	凤凰卫视,凤叹虎视
血……环	2	血石颈环,血液循环
日……长	2	日引月长,日短心长
音……机	2	音乐手机,音圈电机
电……板	2	电子白板,电脑主板
特……斯	2	特伦希斯,特洛亚斯
卫……品	2	卫浴产品,卫生用品
不……首	2	不为戎首,不堪回首
公……婆	2	公不离婆,公公婆婆
学……文	2	学术论文,学生作文
电……本	2	电子文本,电影剧本
月……期	2	月约星期,月经周期
言……实	2	言多失实,言过其实
木……心	2	木人石心,木形灰心
福……天	2	福地洞天,福寿齐天
淫……说	2	淫学流说,淫辞邪说
怵……心	2	怵目惊心,怵魄动心
爱……州	2	爱荷华州,爱达荷州
单……声	2	单口相声,单音铃声
薄……人	2	薄命佳人,薄寒中人
比……势	2	比居同势,比较优势
朽……彫	2	朽木难彫,朽棘不彫
挂……牌	2	挂免战牌,挂印悬牌
自……新	2	自主创新,自动更新
地……理	2	地址管理,地球物理
天……间	2	天上人间,天地之间
海……人	2	海外华人,海滩巨人
三……郎	2	三版女郎,三觉侍郎
广……传	2	广为流传,广告宣传
郊……瘦	2	郊寒岛瘦,郊岛寒瘦
海……什	2	海德姆什,海特拉什
五……门	2	五福临门,五花八门
电……格	2	电子表格,电脑价格
维……格	2	维尔雷格,维斯卡格
锃……亮	2	锃光瓦亮,锃明彻亮
广……众	2	广庭大众,广谋从众
高……宅	2	高层住宅,高门大宅
怒……穴	2	怒风兽穴,怒鳞巢穴
风……洒	2	风吹雨洒,风流潇洒
合……理	2	合同管理,合情合理
風……燭	2	風中秉燭,風簷刻燭
上……天	2	上不着天,上网聊天
落……根	2	落叶归根,落地生根
如……珍	2	如数家珍,如获至珍
中……动	2	中国移动,中断驱动
三……金	2	三代执金,三致千金
春……期	2	春秋时期,春节假期
贾……亚	2	贾德莉亚,贾琳希亚
三……里	2	三尺门里,三襕贴里
各……职	2	各司其职,各有所职
魂……荡	2	魂飘神荡,魂飞魄荡
公……告	2	公司公告,公益广告
潜……转	2	潜气内转,潜移默转
最……节	2	最后一节,最新章节
表……式	2	表现形式,表达方式
高……表	2	高出云表,高自标表
鼎……分	2	鼎元之分,鼎足三分
十……坐	2	十家连坐,十眠九坐
人……秤	2	人心如秤,人眼是秤
目……序	2	目录排序,目标程序
白……眉	2	白首齐眉,白齿青眉
举……凡	2	举例发凡,举止不凡
万……敌	2	万人之敌,万夫莫敌
析……土	2	析圭分土,析珪胙土
眉……低	2	眉眼高低,眉高眼低
解……人	2	解事舍人,解衣衣人
如……火	2	如荼如火,如蛾赴火
利……民	2	利以平民,利国利民
鸿……学	2	鸿儒硕学,鸿都门学
东……府	2	东山之府,东西二府
事……意	2	事事如意,事出不意
衣……地	2	衣不曳地,衣冠扫地
尽……中	2	尽人豰中,尽入彀中
独……道	2	独家报道,独行其道
刑……罪	2	刑不当罪,刑事犯罪
中……关	2	中国海关,中直机关
实……程	2	实现远程,实施过程
中……军	2	中军将军,中央红军
总……商	2	总承包商,总经销商
马……蹄	2	马不停蹄,马失前蹄
求……道	2	求之有道,求志达道
专……典	2	专业词典,专科辞典
凿……方	2	凿圆枘方,凿枘圆方
航……业	2	航天事业,航空工业
城……道	2	城市轨道,城镇环道
无……颇	2	无偏无颇,无平不颇
卡……尔	2	卡德雷尔,卡拉库尔
内……长	2	内入行长,内政部长
不……错	2	不知所错,不礲不错
手……胝	2	手胼足胝,手足胼胝
天……阔	2	天空海阔,天长地阔
最……力	2	最大马力,最高权力
不……长	2	不管部长,不遗寸长
无……风	2	无事生风,无忌披风
分……测	2	分层检测,分析预测
阳……坛	2	阳光论坛,阳湾圣坛
易……食	2	易口以食,易子而食
嚎……哭	2	嚎咷痛哭,嚎啕大哭
感……地	2	感天动地,感愧无地
玉……衣	2	玉女披衣,玉食锦衣
超……量	2	超大容量,超强力量
辽……鹤	2	辽天老鹤,辽门之鹤
淫……行	2	淫心匿行,淫言诐行
埙……应	2	埙唱篪应,埙篪相应
鸾……峙	2	鸾停鹄峙,鸾鹄停峙
图……接	2	图像拼接,图片链接
断……子	2	断金亭子,断机教子
自……是	2	自以为是,自行其是
白……盔	2	白魂头盔,白龙皮盔
各……色	2	各具特色,各种颜色
高……业	2	高中毕业,高等职业
广……闻	2	广东新闻,广见洽闻
中……地	2	中国内地,中部墓地
建……格	2	建材价格,建筑风格
别……路	2	别开生路,别无出路
唱……戏	2	唱对台戏,唱独角戏
亿……心	2	亿万之心,亿兆一心
独……院	2	独立学院,独门独院
高……走	2	高开低走,高飞远走
工……限	2	工作年限,工贸有限
十……出	2	十大杰出,十日并出
凤……舞	2	凤仪兽舞,凤歌鸾舞
高……人	2	高明妇人,高级假人
自……意	2	自出新意,自鸣得意
贵……名	2	贵籍大名,贵表尊名
天……道	2	天公地道,天魔外道
副……长	2	副参谋长,副检察长
慌……张	2	慌慌张张,慌里慌张
乌……人	2	乌克兰人,乌拉圭人
穷……路	2	穷家富路,穷途末路
西……学	2	西北大学,西方哲学
相……子	2	相公堂子,相夫教子
博……子	2	博士弟子,博物君子
独……面	2	独开生面,独当一面
强……行	2	强制执行,强化潜行
孤……人	2	孤家寡人,孤寡老人
爆……记	2	爆炸标记,爆裂印记
雪……子	2	雪山童子,雪浪坠子
扯……旗	2	扯顺风旗,扯鼓夺旗
晨……省	2	晨参暮省,晨昏定省
交……作	2	交互运作,交能易作
交……体	2	交互主体,交战团体
错……码	2	错乱密码,错误代码
东……大	2	东北师大,东方三大
中……国	2	中华民国,中美两国
鼓……歌	2	鼓盆而歌,鼓腹讴歌
天……邪	2	天真无邪,天禄辟邪
面……田	2	面如方田,面方如田
卓……伦	2	卓荦超伦,卓诡不伦
榱……折	2	榱崩栋折,榱栋崩折
蛇……王	2	蛇岛之王,蛇狞猬王
砺……河	2	砺山带河,砺岳盟河
死……脸	2	死不要脸,死皮赖脸
咳……玉	2	咳唾珠玉,咳珠唾玉
三……雨	2	三十六雨,三更听雨
力……逮	2	力所不逮,力有未逮
合……珠	2	合浦还珠,合璧连珠
职……学	2	职业中学,职工大学
美……片	2	美国大片,美女照片
页……表	2	页分配表,页映射表
人……危	2	人人自危,人心惟危
海……山	2	海加尔山,海州常山
冤……头	2	冤各有头,冤家对头
金……映	2	金相玉映,金碧辉映
排……难	2	排忧解难,排除万难
人……单	2	人员名单,人孤势单
龙……颈	2	龙眉豹颈,龙睛凤颈
中……名	2	中外驰名,中文域名
钩……秘	2	钩元摘秘,钩玄猎秘
龙……饰	2	龙杰镀饰,龙火肩饰
黜……明	2	黜幽陟明,黜陟幽明
得……人	2	得兽失人,得失在人
脑……子	2	脑袋瓜子,脑门心子
网……议	2	网络会议,网际协议
东……家	2	东欧国家,东邻西家
波……亚	2	波希米亚,波斯尼亚
恒……数	2	恒河沙数,恒生指数
金……户	2	金钉朱户,金门绣户
自……才	2	自学成才,自恃其才
东……子	2	东户季子,东墙处子
人……制	2	人员编制,人工控制
放……流	2	放任自流,放诞风流
人……利	2	人口红利,人身权利
